Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,X and Y identical lists
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both are correct
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,sa
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,vjgvkghkfghfg
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,same names
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both lists have the same information
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,both the same
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same quality answer
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,Both fully answer the question and are the same.
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,Both lists have the same information
201,List of Christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same names
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both fully answer the question.
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,X and Y identical lists
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both are correct
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,sa
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,asda sdafq eqw asf
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,same weddingmovie writers
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both lists have the same information
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,same name
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,lists are the same
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both fully answer the question.
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,sa
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,asaaoq
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,same movies
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,same
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both fully answer the question and are the same.
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,Both lists have the same information
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,X and Y both answer the question
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,Our Approach,KL-DIV Approach,same,CORRECT
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same quality answer
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,KL-DIV Approach,better
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,Both fully answer the question.
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,lists are identical
205,List of actors-authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same actors.authors
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,its the same list
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,They are completly the same
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,In both lists same names
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,X and Y both answer the question by listing Grammy Awards wining producers who were born in NYC
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,Both fully answer the question and are the same.
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,hjkhjk
206,List of Grammy Awards wining producers who were born in NYC ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same producers
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same quality answer
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same names
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,Both fully answer the question.
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,lists are identical
207,List of award-wining authors ?,Extended triple-pattern queries with many results,KL-DIV Approach,Our Approach,same,same authors
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,both have producers
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,Looks same to me
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,same answer
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,List of producers who had worked with Frank Sinatra
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,same
243,List of national-book-award winning thriller novels ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same list
243,List of national-book-award winning thriller novels ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same
243,List of national-book-award winning thriller novels ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Both fully answer the question and are the same.
243,List of national-book-award winning thriller novels ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same thrillers
243,List of national-book-award winning thriller novels ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,X and Y both answer the question
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,more famous
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,KL-DIV Approach,better x
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,list with both actors
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,Neither answers the question.
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,ve
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,KL-DIV Approach,asasqqqqs
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,x has other actors
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,KL-DIV Approach,Our Approach,same,frank sinatra wasnt a movie director
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,the fims are more popular
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,KL-DIV Approach,Our Approach,same,both contain comedy movies starred by a couple
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,KL-DIV Approach,Our Approach,same,Neither answer the question.
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,KL-DIV Approach,Our Approach,same,sa
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,Our Approach,Y is not relevant
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,Our Approach,best
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Both fully answer the question.
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,asdad
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,Our Approach,X is better because it’s more accurate.
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,X is irrelevant
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,same
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,X does not mention correct occupations. Y partially answers the question.
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,both are from oxford
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,"Y contains a Doctor, X doesn't specify what degree these people have."
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,X and Y identical lists
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Both fully answer the question and are the same.
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,both lists contain movies made by Woody Allen and Scarlett Johansson
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,sa
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Both lists have the same information
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same movies
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,same,Neither answer the question.
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,sa
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,"Y has a movie with that requirement, X not"
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,Y is better because it’s more accurate
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,KL-DIV Approach,Our Approach,Our Approach,MORE CORRECT
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same name
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,same
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,lists are identical
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Both fully answer the question and are the same.
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Approach,KL-DIV Approach,same,Same movies
