Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
187,List of authors-politicians who graduated from a university in England ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,Both Y and X list some of correct answers
188,List of black comedy movies ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y is better because it answers the question
188,List of black comedy movies ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,same
188,List of black comedy movies ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y lists black comedy movies
188,List of black comedy movies ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y list includes black comedies
188,List of black comedy movies ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,List x is irrelevant
190,List of rock stars from Ottawa ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Results from Canada
190,List of rock stars from Ottawa ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y is more accurate
190,List of rock stars from Ottawa ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,in list x there are any rock stars from Ottawa
190,List of rock stars from Ottawa ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,List X not contain star from Hottawa
190,List of rock stars from Ottawa ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,"Better choice is Y, because Ottawa is in Canada, not United States."
193,List of names and profits of comedy movies directed by one of their stars ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,X and Y both answer the question
193,List of names and profits of comedy movies directed by one of their stars ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,same
193,List of names and profits of comedy movies directed by one of their stars ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,"Not all of the movies in X are comedies, so Y is a better answer"
193,List of names and profits of comedy movies directed by one of their stars ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y list includes more popular movies
193,List of names and profits of comedy movies directed by one of their stars ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,Both are the same
194,List of authors who are also actors in drama movies ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,"X list have more drama movies than Y list,"
194,List of authors who are also actors in drama movies ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,Both Y and X list correct answers
194,List of authors who are also actors in drama movies ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,In-degrees Approach,X contained non actors persons
194,List of authors who are also actors in drama movies ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,List of Y includes songs. X are all movies
194,List of authors who are also actors in drama movies ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,BOTH OPTIONS ARE THE SAME
195,List of scientist who were born and died in the same place ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y lists right answers
195,List of scientist who were born and died in the same place ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,"Y is more accurate. List in X includes actors, writers and musicians"
195,List of scientist who were born and died in the same place ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,BOTH OPTIONS ARE THE SAME
195,List of scientist who were born and died in the same place ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,both list has same options
195,List of scientist who were born and died in the same place ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,List X is more popular.
197,List of law schools; their locations; and their number of students ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,Only law schools
197,List of law schools; their locations; and their number of students ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X is better because its more accurate
197,List of law schools; their locations; and their number of students ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X list contain more law School
197,List of law schools; their locations; and their number of students ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,Y has much better and correct answers
197,List of law schools; their locations; and their number of students ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X is more accurate
199,List of results; each result represents: two shows both created by the same person; and both directed by the same person ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,MOre results
199,List of results; each result represents: two shows both created by the same person; and both directed by the same person ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,X and Y both answer the question
199,List of results; each result represents: two shows both created by the same person; and both directed by the same person ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,X has more valid options than Y
199,List of results; each result represents: two shows both created by the same person; and both directed by the same person ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,X have more different answers
199,List of results; each result represents: two shows both created by the same person; and both directed by the same person ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,both are of directros and creators who worked in the same show
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,Both Y and X list correct and good answers
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y is more accurate. Gives us names of producers
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,BOTH OPTIONS ARE THE SAME
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y has more results than X list
200,List of comedy writers who are married to sitcom-producers ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,List X is better.
201,List of christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,More Xmas movies
201,List of christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,x is more accurate
201,List of christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,None lists contain information requested
201,List of christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,there aren't  crhismast movies in in list x and in list y
201,List of christmas movies; their stars and directors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,List X is better.
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X list is correct because have wedding movies.
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,x has the correct answers
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,In-degrees Approach,Y does not have wedding movies
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X is more accurate. Y has songs
202,List of death places of wedding-movie writers ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,BOTH OPTIONS ARE THE SAME
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,"X list is correct, Y doesnt have Bette Davis movies."
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X lists correct answers
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,Y did not contain BetteDavis movies
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,In X all movies were starred by Bette Davis
203,List of Bette Davis movies with her late co-stars ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X OPTION ARE BETTE DAVES MOVIES
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,Looks same to me
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,X and Y both answer the question
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,In-degrees Approach,in list x there are more comedy directors than in list y
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,Both X and Y list correct answers
204,List of late comedy directors; their death places and dates ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,same,both showed same information
205,List of actors-authors ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y has better answers
205,List of actors-authors ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y is more accurate than X
205,List of actors-authors ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y OPTION ARE MORE KNOWN THAT X OPTION
205,List of actors-authors ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,Y option has more known actors-authors
205,List of actors-authors ?,Extended triple-pattern queries with many results,In-degrees Approach,Our Appproach,Our Approach,List Y is correct.
206,List of Grammy Awards wining producer who were born in NYC ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,X and Y both answer the question
206,List of Grammy Awards wining producer who were born in NYC ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,same
206,List of Grammy Awards wining producer who were born in NYC ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,Both X and Y are okay and list the correct answers
206,List of Grammy Awards wining producer who were born in NYC ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,Both correct
206,List of Grammy Awards wining producer who were born in NYC ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,Both are the same
207,List of award-wining feminist authors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,Looks more relevant
207,List of award-wining feminist authors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,X is better because its more accurate
207,List of award-wining feminist authors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,authors are more popular
207,List of award-wining feminist authors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,List X are more popular
207,List of award-wining feminist authors ?,Extended triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,"X and Y are award-wining autors, but X have more popular autors."
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,List Y is relevant
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,The list Y contain information requested
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y is more accurate than X option.
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,X list is not correct
242,List of producers who had worked with Frank Sinatra ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y lists the good and correct answers
243,List of national-book-award wining thriller novels ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,More relevant
243,List of national-book-award wining thriller novels ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y is better because its more accurate
243,List of national-book-award wining thriller novels ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,in list y more books than in list x
243,List of national-book-award wining thriller novels ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y lists a few of the correct answers
243,List of national-book-award wining thriller novels ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y had more winning-books awards
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,Both same
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,none answers the question
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,same options!
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,X and Y have the same answers but on different order
244,List of movies starred by both Frank Sinatra and John Mahoney ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,"both list are of moveis starred buy Frank Sinatra, Frank Sinatra and John Mahoney never starred in the same movie"
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,X is better because it answers the question
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,In-degrees Approach,Our Appproach,same,same
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,X is good and lists the correct answers
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,X list includes Sinatra's movies
245,List of comedy movies starred by a couple and directed by Frank Sinatra ?,Extended triple pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,List y is irrelevant
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,More relevant
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,X and Y both answer the question
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,List are the same
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,X has better answers
246,List of Woody Allen movies that Dick Hyman worked on ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,X is more accurate
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,Looks more relevant
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,X and Y both answer the question
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,X list contain more doctor
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,Both are bad and list only one doctor
248,List of doctors who graduated from the University of Oxford ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,same,Both have the same accuracy
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,Both looks same
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,X and Y both answer the question
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,both has the same answers
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,X and Y have similar answer and on both have answer not correct
249,List of movies produced by Woody Allen and directed by Scarlett Johansson ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,same amount of movies directed by Woody Allen and Starre by Scalet Johanson in both list
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,More relevant
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y is better bacause its more accurate
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,List X not contain the requested information
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y is better because one of its itens is the correct answer
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,None of the list is accurate
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,X is better because it answers the question
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,More relevant
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,Woody Allen wrote all the movies in X
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,All movies in X list are write by Woody Allen. Not so in Y list.
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Our Appproach,In-degrees Approach,Our Approach,X is more accurate. Y include films and songs written by different people
253,List of people who dies in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,List in X is more accurate
253,List of people who dies in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,BOTH OPTIONS ARE THE SAME
253,List of people who dies in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,Our Approach,Y answer is better than X
253,List of people who dies in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,In-degrees Approach,y has other places of birth and other university also
253,List of people who dies in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,In-degrees Approach,Our Appproach,same,"X and Y both answer the question,  So X and Y are the same."
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,More famous
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Our Appproach,In-degrees Approach,same,X and Y both answer the question
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Our Appproach,In-degrees Approach,Our Approach,List X are more popular
